time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,angle_i_pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
30918,9,2.41,7.16,-0.22,0.057,-0.069,0.993,-0.76,0.99,0.00,0.00,0.76,-0.99,0.00,-0.00,2.65,-3.45,0.23,-10.61,0.00,-0.00,0.00,-0.29,-1.50,35.97,1100,1100,1100,1100,1030,1500,1517,10667,765
30930,9,-0.46,-5.29,0.09,0.080,-0.060,0.968,-0.73,1.13,0.00,0.00,0.73,-1.13,0.00,-0.00,2.56,-3.96,3.02,1.34,0.00,-0.00,0.00,0.17,0.59,-3.05,1100,1100,1100,1100,1030,1500,1517,10663,778
30942,9,-1.28,-4.32,-0.37,0.084,-0.065,0.962,-0.71,1.33,0.00,0.00,0.71,-1.33,0.00,-0.00,2.49,-4.65,3.76,-0.33,0.00,-0.00,0.00,0.30,0.18,4.70,1100,1100,1100,1100,1030,1500,1517,10658,778
30954,9,0.87,5.28,-0.51,0.011,-0.053,1.019,-0.62,1.28,0.00,0.00,0.62,-1.28,0.00,-0.00,2.16,-4.48,1.28,-9.77,0.00,-0.00,0.00,-0.06,-1.26,41.63,1100,1100,1100,1100,1030,1500,1517,10654,778
30966,9,-0.95,-1.90,0.18,0.008,-0.058,1.017,-0.53,0.97,0.00,0.00,0.53,-0.97,0.00,-0.00,1.85,-3.39,2.80,-1.49,0.00,-0.00,0.00,0.24,0.21,30.98,1100,1100,1100,1100,1030,1501,1516,10654,778
30978,9,1.30,-4.97,0.09,0.057,-0.056,0.979,-0.43,0.87,0.00,0.00,0.43,-0.87,0.00,-0.00,1.52,-3.03,0.21,1.94,0.00,-0.00,0.00,-0.14,0.54,28.10,1100,1100,1100,1100,1030,1501,1516,10667,778
30990,9,-0.06,0.78,-0.13,0.052,-0.050,0.992,-0.38,0.92,0.00,0.00,0.38,-0.92,0.00,-0.00,1.32,-3.22,1.38,-4.00,0.00,-0.00,0.00,0.07,-0.47,31.40,1100,1100,1100,1100,1030,1501,1516,10671,778
31002,9,-2.70,-2.38,-1.05,0.055,-0.067,0.991,-0.38,0.99,0.00,0.00,0.38,-0.99,0.00,-0.00,1.32,-3.45,4.02,-1.07,0.00,-0.00,0.00,0.50,0.16,42.87,1100,1100,1100,1100,1030,1501,1516,10667,778
31014,9,2.00,-3.31,-0.67,0.061,-0.064,0.980,-0.37,1.03,0.00,0.00,0.37,-1.03,0.00,-0.00,1.31,-3.59,-0.69,-0.28,0.00,-0.00,0.00,-0.27,0.23,38.20,1100,1100,1100,1100,1030,1500,1518,10667,778
31026,9,-0.37,3.51,0.33,0.022,-0.059,1.014,-0.36,0.98,0.00,0.00,0.36,-0.98,0.00,-0.00,1.26,-3.44,1.63,-6.95,0.00,-0.00,0.00,0.11,-0.91,24.19,1100,1100,1100,1100,1030,1500,1517,10663,762
31038,9,-1.52,3.21,-0.60,0.011,-0.073,1.028,-0.38,0.79,0.00,0.00,0.38,-0.79,0.00,-0.00,1.34,-2.76,2.86,-5.97,0.00,-0.00,0.00,0.30,-0.50,5.80,1100,1100,1100,1100,1030,1500,1517,10663,762
31050,9,1.83,-1.26,-0.70,0.032,-0.066,0.996,-0.40,0.66,0.00,0.00,0.40,-0.66,0.00,-0.00,1.40,-2.29,-0.43,-1.03,0.00,-0.00,0.00,-0.24,0.11,7.07,1100,1100,1100,1100,1030,1500,1518,10654,762
31062,9,-1.42,0.61,-0.18,0.017,-0.060,1.006,-0.41,0.57,0.00,0.00,0.41,-0.57,0.00,-0.00,1.44,-2.01,2.85,-2.62,0.00,-0.00,0.00,0.28,-0.29,-0.82,1100,1100,1100,1100,1030,1500,1518,10654,762
31074,9,2.60,4.20,0.00,0.012,-0.070,1.028,-0.41,0.45,0.00,0.00,0.41,-0.45,0.00,-0.00,1.42,-1.56,-1.18,-5.76,0.00,-0.00,0.00,-0.34,-0.63,30.54,1100,1100,1100,1100,1030,1500,1517,10654,762
31086,9,0.98,5.27,0.16,-0.019,-0.048,1.056,-0.33,0.16,0.00,0.00,0.33,-0.16,0.00,-0.00,1.16,-0.56,0.18,-5.83,0.00,-0.00,0.00,-0.08,-0.60,28.47,1100,1100,1100,1100,1030,1500,1517,10650,762
31098,9,-4.17,-4.16,-0.63,0.014,-0.073,1.018,-0.35,-0.04,0.00,0.00,0.35,0.04,0.00,-0.00,1.23,0.13,5.39,4.29,0.00,-0.00,0.00,0.74,0.91,48.17,1100,1100,1100,1100,1030,1500,1517,10667,762
31110,9,3.39,1.30,-0.58,0.019,-0.072,1.014,-0.35,-0.12,0.00,0.00,0.35,0.12,0.00,-0.00,1.23,0.42,-2.16,-0.87,0.00,-0.00,0.00,-0.49,-0.11,41.87,1100,1100,1100,1100,1030,1500,1517,10667,762
31122,9,0.85,7.58,0.40,-0.035,-0.046,1.063,-0.32,-0.34,0.00,0.00,0.32,0.34,0.00,-0.00,1.11,1.18,0.26,-6.40,0.00,-0.00,0.00,-0.08,-0.96,26.14,1100,1100,1100,1100,1030,1500,1517,10679,762
31134,9,-3.43,-3.42,-0.02,-0.011,-0.071,1.035,-0.35,-0.60,0.00,0.00,0.35,0.60,0.00,-0.00,1.23,2.11,4.66,5.53,0.00,-0.00,0.00,0.61,0.94,32.17,1100,1100,1100,1100,1030,1500,1518,10667,742
31146,9,1.33,-0.44,-0.33,-0.002,-0.071,1.020,-0.36,-0.74,0.00,0.00,0.36,0.74,0.00,-0.00,1.27,2.60,-0.06,3.04,0.00,-0.00,0.00,-0.17,0.21,37.87,1100,1100,1100,1100,1030,1500,1518,10667,742
31158,9,-1.11,4.12,-0.35,-0.038,-0.062,1.058,-0.36,-1.00,0.00,0.00,0.36,1.00,0.00,-0.00,1.27,3.49,2.38,-0.63,0.00,-0.00,0.00,0.24,-0.34,3.87,1100,1100,1100,1100,1030,1500,1518,10667,742
31170,9,-1.17,-0.20,-0.44,-0.012,-0.081,1.039,-0.39,-1.20,0.00,0.00,0.39,1.20,0.00,-0.00,1.35,4.19,2.52,4.39,0.00,-0.00,0.00,0.25,0.42,36.84,1100,1100,1100,1100,1030,1500,1518,10671,742
31182,9,3.84,1.71,0.35,0.016,-0.060,1.009,-0.39,-1.19,0.00,0.00,0.39,1.19,0.00,-0.00,1.35,4.18,-2.49,2.47,0.00,-0.00,0.00,-0.57,-0.06,25.66,1100,1100,1100,1100,1030,1500,1518,10663,742
31194,9,-3.61,0.80,-0.55,0.008,-0.060,1.035,-0.41,-1.13,0.00,0.00,0.41,1.13,0.00,-0.00,1.44,3.95,5.05,3.15,0.00,-0.00,0.00,0.66,0.15,42.32,1100,1100,1100,1100,1030,1500,1518,10658,742
31206,9,-0.77,0.82,-1.03,0.025,-0.089,1.026,-0.47,-1.02,0.00,0.00,0.47,1.02,0.00,-0.00,1.66,3.58,2.43,2.76,0.00,-0.00,0.00,0.19,0.19,47.71,1100,1100,1100,1100,1030,1500,1518,10667,742
31218,9,2.61,-2.20,0.33,0.061,-0.081,0.994,-0.56,-0.81,0.00,0.00,0.56,0.81,0.00,-0.00,1.96,2.83,-0.65,5.03,0.00,-0.00,0.00,-0.35,0.55,27.69,1100,1100,1100,1100,1030,1500,1518,10667,742
31230,9,-1.27,1.15,-0.28,0.054,-0.076,1.018,-0.64,-0.49,0.00,0.00,0.64,0.49,0.00,-0.00,2.25,1.70,3.53,0.55,0.00,-0.00,0.00,0.29,-0.20,2.18,1100,1100,1100,1100,1035,1500,1518,10667,787
31242,9,0.65,0.38,0.22,0.059,-0.091,0.999,-0.73,-0.28,0.00,0.00,0.73,0.28,0.00,-0.00,2.54,0.96,1.89,0.58,0.00,-0.00,0.00,-0.01,0.01,-3.98,1100,1100,1100,1100,1035,1500,1518,10667,787
31254,9,-0.45,-6.40,-0.39,0.081,-0.071,0.949,-0.80,0.07,0.00,0.00,0.80,-0.07,0.00,-0.00,2.80,-0.23,3.25,6.17,0.00,-0.00,0.00,0.16,0.80,5.98,1100,1100,1100,1100,1030,1500,1518,10663,787
31266,9,-1.37,-0.68,-0.76,0.053,-0.066,0.980,-0.80,0.29,0.00,0.00,0.80,-0.29,0.00,-0.00,2.81,-1.00,4.18,-0.32,0.00,-0.00,0.00,0.32,-0.17,10.68,1100,1100,1100,1100,1030,1500,1518,10667,787
31278,9,3.23,3.57,0.03,0.043,-0.071,1.007,-0.74,0.37,0.00,0.00,0.74,-0.37,0.00,-0.00,2.61,-1.31,-0.62,-4.88,0.00,-0.00,0.00,-0.41,-0.69,31.01,1100,1100,1100,1100,1030,1500,1518,10658,787
31290,9,-0.00,1.40,0.19,0.052,-0.061,1.005,-0.74,0.47,0.00,0.00,0.74,-0.47,0.00,-0.00,2.58,-1.64,2.58,-3.04,0.00,-0.00,0.00,0.12,-0.22,30.73,1100,1100,1100,1100,1030,1500,1518,10667,787
31302,9,-3.15,-5.09,-0.30,0.089,-0.089,0.959,-0.87,0.74,0.00,0.00,0.87,-0.74,0.00,-0.00,3.03,-2.59,6.18,2.51,0.00,-0.00,0.00,0.62,0.67,40.42,1100,1100,1100,1100,1030,1500,1518,10671,787
31314,9,2.38,-4.92,0.27,0.107,-0.082,0.933,-0.95,1.13,0.00,0.00,0.95,-1.13,0.00,-0.00,3.31,-3.95,0.93,0.98,0.00,-0.00,0.00,-0.27,0.45,31.84,1100,1100,1100,1100,1030,1500,1517,10667,787
31326,9,-0.42,-4.25,-0.34,0.099,-0.068,0.944,-0.98,1.46,0.00,0.00,0.98,-1.46,0.00,-0.00,3.42,-5.11,3.84,-0.86,0.00,-0.00,0.00,0.20,0.16,40.75,1100,1100,1100,1100,1030,1500,1517,10675,742
31338,9,-1.10,-5.03,0.27,0.093,-0.063,0.951,-0.97,1.72,0.00,0.00,0.97,-1.72,0.00,-0.00,3.39,-6.03,4.49,-1.00,0.00,-0.00,0.00,0.31,0.21,31.10,1100,1100,1100,1100,1030,1500,1517,10667,742
31350,9,0.53,-0.35,-0.17,0.076,-0.063,0.972,-0.91,1.86,0.00,0.00,0.91,-1.86,0.00,-0.00,3.20,-6.50,2.66,-6.15,0.00,-0.00,0.00,0.04,-0.45,34.38,1100,1100,1100,1100,1030,1500,1518,10683,742
31362,9,0.53,1.35,-1.03,0.048,-0.054,0.997,-0.80,1.82,0.00,0.00,0.80,-1.82,0.00,-0.00,2.79,-6.38,2.27,-7.74,0.00,-0.00,0.00,0.04,-0.50,45.31,1100,1100,1100,1100,1030,1500,1518,10675,742
31374,9,-1.47,-4.73,0.81,0.086,-0.075,0.971,-0.79,1.86,0.00,0.00,0.79,-1.86,0.00,-0.00,2.77,-6.51,4.24,-1.79,0.00,-0.00,0.00,0.35,0.46,18.33,1100,1100,1100,1100,1030,1500,1518,10679,742
31386,9,1.36,-4.76,0.39,0.123,-0.069,0.943,-0.80,2.20,0.00,0.00,0.80,-2.20,0.00,-0.00,2.79,-7.68,1.43,-2.93,0.00,-0.00,0.00,-0.11,0.15,27.50,1100,1100,1100,1100,1030,1500,1516,10667,742
31398,9,0.23,-0.65,-0.50,0.078,-0.055,0.965,-0.76,2.40,0.00,0.00,0.76,-2.40,0.00,-0.00,2.66,-8.39,2.43,-7.75,0.00,-0.00,0.00,0.07,-0.55,43.28,1100,1100,1100,1100,1030,1500,1516,10688,742
31410,9,-2.33,-1.65,-0.09,0.056,-0.081,0.978,-0.78,2.34,0.00,0.00,0.78,-2.34,0.00,-0.00,2.75,-8.17,5.08,-6.52,0.00,-0.00,0.00,0.48,-0.17,32.74,1100,1100,1100,1100,1030,1500,1518,10675,742
31422,9,1.73,-3.20,-0.02,0.092,-0.086,0.959,-0.84,2.39,0.00,0.00,0.84,-2.39,0.00,-0.00,2.94,-8.38,1.21,-5.17,0.00,-0.00,0.00,-0.19,-0.03,32.27,1100,1100,1100,1100,1030,1500,1518,10683,742
31434,9,1.99,-1.62,0.11,0.070,-0.051,0.958,-0.77,2.44,0.00,0.00,0.77,-2.44,0.00,-0.00,2.70,-8.53,0.72,-6.91,0.00,-0.00,0.00,-0.22,-0.36,-2.13,1100,1100,1100,1100,1030,1500,1518,10683,784
31446,9,-1.15,3.15,0.09,-0.002,-0.058,1.015,-0.73,2.19,0.00,0.00,0.73,-2.19,0.00,-0.00,2.55,-7.67,3.70,-10.82,0.00,-0.00,0.00,0.29,-0.92,-1.96,1100,1100,1100,1100,1030,1501,1517,10683,784
31458,9,-0.24,4.68,-0.90,-0.034,-0.073,1.043,-0.69,1.64,0.00,0.00,0.69,-1.64,0.00,-0.00,2.42,-5.73,2.66,-10.41,0.00,-0.00,0.00,0.14,-0.66,10.96,1100,1100,1100,1100,1030,1501,1517,10688,784
31470,9,1.10,-1.99,-0.38,-0.022,-0.045,1.038,-0.57,1.10,0.00,0.00,0.57,-1.10,0.00,-0.00,1.98,-3.86,0.88,-1.87,0.00,-0.00,0.00,-0.09,0.38,34.69,1100,1100,1100,1100,1030,1500,1517,10675,784
31482,9,-0.99,-3.10,0.16,-0.027,-0.062,1.037,-0.49,0.61,0.00,0.00,0.49,-0.61,0.00,-0.00,1.71,-2.13,2.70,0.98,0.00,-0.00,0.00,0.23,0.48,26.83,1100,1100,1100,1100,1030,1500,1517,10671,784
31494,9,4.07,7.08,-0.70,-0.034,-0.061,1.052,-0.43,0.19,0.00,0.00,0.43,-0.19,0.00,-0.00,1.52,-0.65,-2.55,-7.73,0.00,-0.00,0.00,-0.59,-1.05,39.72,1100,1100,1100,1100,1030,1500,1518,10675,784
31506,9,-1.04,4.44,-0.82,-0.053,-0.044,1.076,-0.38,-0.25,0.00,0.00,0.38,0.25,0.00,-0.00,1.32,0.88,2.36,-3.57,0.00,-0.00,0.00,0.24,-0.42,39.36,1100,1100,1100,1100,1030,1500,1518,10667,784
31518,9,-2.60,1.95,-0.67,-0.044,-0.075,1.077,-0.35,-0.65,0.00,0.00,0.35,0.65,0.00,-0.00,1.22,2.29,3.82,0.34,0.00,-0.00,0.00,0.48,0.08,33.75,1100,1100,1100,1100,1030,1500,1518,10658,784
31530,9,4.56,4.41,-0.42,-0.036,-0.064,1.068,-0.28,-0.95,0.00,0.00,0.28,0.95,0.00,-0.00,0.97,3.34,-3.59,-1.07,0.00,-0.00,0.00,-0.68,-0.33,36.14,1100,1100,1100,1100,1030,1500,1518,10650,744
31542,9,-1.82,1.74,0.01,-0.040,-0.041,1.074,-0.24,-1.27,0.00,0.00,0.24,1.27,0.00,-0.00,0.83,4.44,2.65,2.70,0.00,-0.00,0.00,0.34,0.17,30.63,1100,1100,1100,1100,1030,1500,1518,10658,744
31554,9,-2.99,-3.33,-0.51,0.011,-0.081,1.032,-0.28,-1.36,0.00,0.00,0.28,1.36,0.00,-0.00,0.98,4.75,3.98,8.08,0.00,-0.00,0.00,0.53,0.95,3.92,1100,1100,1100,1100,1030,1501,1517,10654,744
31566,9,3.09,-1.88,-0.16,0.052,-0.078,0.998,-0.34,-1.21,0.00,0.00,0.34,1.21,0.00,-0.00,1.20,4.23,-1.89,6.11,0.00,-0.00,0.00,-0.45,0.66,-1.44,1100,1100,1100,1100,1030,1500,1517,10667,744
31578,9,-1.61,-7.37,0.96,0.081,-0.060,0.969,-0.42,-0.84,0.00,0.00,0.42,0.84,0.00,-0.00,1.48,2.95,3.09,10.32,0.00,-0.00,0.00,0.32,1.11,17.94,1100,1100,1100,1100,1030,1500,1517,10671,744
31590,9,-0.55,-1.74,0.12,0.063,-0.075,0.985,-0.46,-0.52,0.00,0.00,0.46,0.52,0.00,-0.00,1.60,1.80,2.15,3.55,0.00,-0.00,0.00,0.15,0.06,33.33,1100,1100,1100,1100,1030,1500,1517,10650,744
31602,9,2.85,5.85,-0.34,0.025,-0.056,1.014,-0.44,-0.38,0.00,0.00,0.44,0.38,0.00,-0.00,1.55,1.34,-1.30,-4.52,0.00,-0.00,0.00,-0.40,-1.08,39.94,1100,1100,1100,1100,1030,1500,1517,10658,744
31614,9,-4.59,-2.35,-0.38,0.019,-0.062,1.008,-0.45,-0.40,0.00,0.00,0.45,0.40,0.00,-0.00,1.56,1.40,6.16,3.75,0.00,-0.00,0.00,0.82,0.48,37.75,1100,1100,1100,1100,1030,1500,1517,10667,744
31626,9,1.90,-3.11,-0.48,0.051,-0.083,0.990,-0.46,-0.32,0.00,1.89,0.46,2.21,0.00,-0.00,1.63,7.73,-0.27,10.85,0.00,-0.00,0.00,-0.25,0.74,38.40,1100,1100,1100,1100,1031,1500,1521,10671,798
31638,9,3.03,5.67,0.05,-0.011,-0.047,1.022,-0.39,-0.38,0.00,1.89,0.39,2.27,0.00,-0.00,1.35,7.95,-1.68,2.28,0.00,-0.00,0.00,-0.43,-0.59,-4.87,1100,1100,1100,1100,1031,1500,1521,10683,798
31650,9,-4.15,-0.28,0.03,-0.027,-0.054,1.057,-0.34,-0.67,0.00,0.00,0.34,0.67,0.00,-0.00,1.18,2.33,5.32,2.61,0.00,-0.00,0.00,0.73,0.34,-4.60,1100,1100,1100,1100,1030,1499,1518,10679,798
31662,9,-0.51,-4.71,-0.45,0.027,-0.076,0.998,-0.32,-0.77,0.00,0.00,0.32,0.77,0.00,-0.00,1.13,2.69,1.64,7.40,0.00,-0.00,0.00,0.12,0.93,3.28,1100,1100,1100,1100,1030,1499,1518,10675,798
31674,9,2.31,-1.30,-0.22,0.049,-0.059,0.992,-0.31,-0.61,0.00,0.00,0.31,0.61,0.00,-0.00,1.10,2.14,-1.21,3.45,0.00,-0.00,0.00,-0.34,0.03,31.33,1100,1100,1100,1100,1030,1500,1518,10679,798
31686,9,-1.94,-3.10,0.21,0.066,-0.065,0.992,-0.32,-0.37,0.00,0.00,0.32,0.37,0.00,-0.00,1.11,1.30,3.05,4.40,0.00,-0.00,0.00,0.37,0.35,25.44,1100,1100,1100,1100,1030,1499,1518,10679,798
31698,9,2.85,1.92,0.12,0.055,-0.067,0.989,-0.31,-0.12,0.00,0.00,0.31,0.12,0.00,-0.00,1.10,0.43,-1.76,-1.49,0.00,-0.00,0.00,-0.41,-0.48,29.90,1100,1100,1100,1100,1030,1499,1518,10675,798
31710,9,-1.61,1.92,-0.52,0.027,-0.052,0.998,-0.32,-0.02,0.00,0.00,0.32,0.02,0.00,-0.00,1.12,0.06,2.73,-1.86,0.00,-0.00,0.00,0.30,-0.39,38.80,1100,1100,1100,1100,1030,1501,1517,10679,798
31722,9,-2.55,5.31,-0.69,-0.008,-0.081,1.041,-0.35,-0.15,0.00,0.00,0.35,0.15,0.00,-0.00,1.24,0.52,3.79,-4.79,0.00,-0.00,0.00,0.47,-0.58,41.01,1100,1100,1100,1100,1030,1501,1517,10675,798
31734,9,3.10,-4.12,0.65,0.068,-0.083,0.978,-0.43,-0.09,0.00,0.00,0.43,0.09,0.00,-0.00,1.50,0.33,-1.60,4.45,0.00,-0.00,0.00,-0.45,0.90,22.56,1100,1100,1100,1100,1030,1500,1518,10667,742
31746,9,-1.51,-5.91,-0.38,0.100,-0.062,0.938,-0.54,0.30,0.00,0.00,0.54,-0.30,0.00,-0.00,1.90,-1.05,3.41,4.86,0.00,-0.00,0.00,0.32,0.73,39.76,1100,1100,1100,1100,1030,1499,1518,10658,742
31758,9,-0.42,4.95,-0.31,0.051,-0.082,0.994,-0.62,0.53,0.00,0.00,0.62,-0.53,0.00,-0.00,2.19,-1.84,2.61,-6.79,0.00,-0.00,0.00,0.16,-0.93,2.89,1100,1100,1100,1100,1030,1499,1518,10675,742
31770,9,1.56,2.10,-0.13,0.054,-0.075,0.998,-0.67,0.62,0.00,0.00,0.67,-0.62,0.00,-0.00,2.35,-2.18,0.78,-4.28,0.00,-0.00,0.00,-0.16,-0.35,35.21,1100,1100,1100,1100,1030,1500,1517,10683,742
31782,9,-1.32,-0.58,-0.29,0.063,-0.064,0.989,-0.67,0.79,0.00,0.00,0.67,-0.79,0.00,-0.00,2.35,-2.78,3.67,-2.20,0.00,-0.00,0.00,0.30,0.03,37.26,1100,1100,1100,1100,1030,1500,1517,10675,742
31794,9,0.55,-0.42,0.09,0.046,-0.068,0.989,-0.66,0.82,0.00,0.00,0.66,-0.82,0.00,-0.00,2.30,-2.88,1.76,-2.46,0.00,-0.00,0.00,-0.01,-0.13,28.50,1100,1100,1100,1100,1030,1500,1517,10658,742
31806,9,-1.09,1.48,-0.86,0.023,-0.056,1.020,-0.62,0.75,0.00,0.00,0.62,-0.75,0.00,-0.00,2.18,-2.64,3.28,-4.12,0.00,-0.00,0.00,0.26,-0.39,42.60,1100,1100,1100,1100,1030,1500,1517,10658,742
31818,9,-0.91,0.49,-0.97,0.031,-0.077,1.009,-0.65,0.69,0.00,0.00,0.65,-0.69,0.00,-0.00,2.29,-2.43,3.20,-2.92,0.00,-0.00,0.00,0.22,-0.13,43.02,1100,1100,1100,1100,1030,1500,1517,10671,742
31830,9,1.98,-0.26,0.41,0.040,-0.075,0.993,-0.68,0.63,0.00,0.00,0.68,-0.63,0.00,-0.00,2.38,-2.22,0.40,-1.96,0.00,-0.00,0.00,-0.24,-0.01,29.94,1100,1100,1100,1100,1030,1500,1517,10683,742
31842,9,0.56,1.60,-0.58,0.043,-0.061,1.005,-0.71,0.65,0.00,0.00,0.71,-0.65,0.00,-0.00,2.47,-2.28,1.91,-3.88,0.00,-0.00,0.00,0.01,-0.42,46.34,1100,1100,1100,1100,1030,1500,1517,10683,742
31854,9,-2.67,-2.63,-0.54,0.065,-0.070,0.984,-0.73,0.77,0.00,0.00,0.73,-0.77,0.00,-0.00,2.54,-2.71,5.21,-0.08,0.00,-0.00,0.00,0.53,0.19,46.26,1100,1100,1100,1100,1029,1500,1518,10683,742
31866,9,0.48,2.03,-0.24,0.047,-0.076,0.981,-0.76,0.91,0.00,0.00,0.76,-0.91,0.00,-0.00,2.67,-3.18,2.19,-5.21,0.00,-0.00,0.00,0.02,-0.54,41.66,1100,1100,1100,1100,1030,1500,1518,10671,742
31878,9,1.48,2.18,-0.63,0.022,-0.062,1.007,-0.75,0.82,0.00,0.00,0.75,-0.82,0.00,-0.00,2.61,-2.87,1.13,-5.05,0.00,-0.00,0.00,-0.15,-0.43,5.62,1100,1100,1100,1100,1030,1500,1518,10683,742
31890,9,-0.06,0.16,-0.48,0.023,-0.060,1.010,-0.69,0.65,0.00,0.00,0.69,-0.65,0.00,-0.00,2.43,-2.29,2.50,-2.44,0.00,-0.00,0.00,0.11,-0.01,32.33,1100,1100,1100,1100,1030,1500,1518,10675,742
31902,9,-0.41,-1.09,-0.58,0.029,-0.072,1.003,-0.71,0.53,0.00,0.00,0.71,-0.53,0.00,-0.00,2.50,-1.87,2.91,-0.78,0.00,-0.00,0.00,0.16,0.14,33.60,1100,1100,1100,1100,1030,1500,1518,10671,742
31914,9,-0.12,-0.57,-1.02,0.034,-0.066,1.009,-0.72,0.49,0.00,0.00,0.72,-0.49,0.00,-0.00,2.52,-1.72,2.63,-1.15,0.00,-0.00,0.00,0.11,-0.07,39.58,1100,1100,1100,1100,1030,1500,1518,10663,742
31926,9,1.08,0.48,0.61,0.034,-0.060,1.005,-0.67,0.49,0.00,0.00,0.67,-0.49,0.00,-0.00,2.34,-1.71,1.26,-2.18,0.00,-0.00,0.00,-0.08,-0.20,15.31,1100,1100,1100,1100,1030,1500,1518,10667,744
31938,9,-0.84,5.24,-0.53,-0.002,-0.068,1.033,-0.64,0.34,0.00,0.00,0.64,-0.34,0.00,-0.00,2.25,-1.19,3.09,-6.42,0.00,-0.00,0.00,0.21,-0.78,36.19,1100,1100,1100,1100,1030,1500,1518,10667,744
31950,9,0.21,-0.56,-0.63,0.030,-0.069,1.015,-0.65,0.22,0.00,0.00,0.65,-0.22,0.00,-0.00,2.28,-0.77,2.07,-0.21,0.00,-0.00,0.00,0.05,0.18,36.02,1100,1100,1100,1100,1030,1500,1518,10654,744
